Id,Price
6513,237762.90852667048
11342,106329.1761928009
16561,252635.0427032229
6885,195438.03691017246
9308,177630.42116874075
2559,161286.31685019474
6648,185903.58555358156
15260,163050.28799509094
5113,176676.3191538907
16492,174025.73550024632
12034,280855.0331239929
7248,206321.52412429653
2171,202657.82612521946
10594,178648.51222492394
13241,204760.1092556472
7032,150230.8086237561
4884,169467.09128413707
903,219917.5467490571
162,167013.31533418183
6566,309462.1059211677
8249,138858.96326614244
13106,224172.22514069977
256,127796.65461771417
7976,157978.0664512673
8575,168218.71301104277
7591,279888.33239409426
3204,239172.68326775104
15804,182205.73477947086
1525,313612.28978433326
9038,202163.23685281447
13628,192516.98278312813
10016,199451.7890514614
10208,232931.54431885763
2008,193243.7062053606
13029,198858.4086069169
5099,127335.64144467458
9923,301502.13560303446
9461,132440.0075087319
11086,182064.00649891997
15057,285838.05331557733
10689,170690.22808284327
2053,246235.1543771058
16630,137165.7397255859
4985,160234.86765388376
13881,239148.2724512985
13225,174185.7999343851
5779,79234.59588165626
10262,171936.2987742661
10762,227028.91333572345
9513,192941.54675344392
11128,171863.61012194995
2074,287128.2845417039
933,181291.77731172985
2780,188218.00333640687
6594,108121.52212082992
15394,289850.9144940622
14863,148004.10557206545
6698,216751.2700150227
1611,250445.618778689
174,182166.70017116662
5160,281474.85448495694
3295,298714.23585406016
4559,363126.1621599577
8254,165961.83310762505
10228,103300.75538644705
13924,142483.23935106804
15341,235778.27588207365
4353,168457.45515898374
4334,79365.81552159938
1872,182560.377365098
7823,184015.5126497929
310,193898.43483140293
3704,232335.75147899528
11615,267059.7793638504
6605,221481.83019995425
3381,181921.69959136183
2143,145328.73911377715
3191,244910.87098645043
13980,129199.4547410871
15613,160740.01188195247
10943,274750.18056211586
9654,193360.11870338305
16053,389219.2858817236
14931,216344.75433171567
8299,252355.23785403895
2147,174790.27534754458
11567,329846.39827065176
5905,156003.24081655996
11160,140611.81864018703
8275,143764.636546439
16398,261079.5678399501
11229,201310.51703926254
10309,162931.78540215938
7340,259874.74329542537
7653,170640.85588354472
272,232998.22389451362
9831,223932.4122670421
5016,152006.1273703134
5968,79489.27454171969
796,209679.42792765846
12123,133265.8102112703
16629,189448.69063744438
2637,183351.75073302924
6194,196994.14085741458
6216,287012.38462712837
14346,168559.11290700125
6428,140463.28055530926
2891,220876.06489545014
84,185770.47006484613
9260,208596.5479720305
15250,159837.38237575995
2348,171636.8799943577
10427,264255.66364706506
13230,232030.89664411536
1691,207859.55517209542
8803,132674.36329110936
5464,272428.60454861296
10559,105775.66542427633
16787,309702.2331510197
4278,166789.96205230686
6183,173981.0907047564
12775,165616.32071099587
10104,175337.22552307893
13663,215689.33095122565
9404,308826.1108043004
14724,201125.26874029188
10040,205773.3893429184
4646,185472.16271868546
4754,164881.20917146484
3310,214440.78244766154
2003,185096.62424908273
7312,137872.48293393056
10921,221091.4618798686
13419,281305.1557460948
10105,157290.92151276057
2196,404807.00312714337
12659,248321.87870301888
4380,217155.45017357648
10847,148960.71288994455
10805,274302.3339404957
8709,107211.690187304
8319,182736.5218140523
2215,191094.97273115133
7000,187714.9046225025
7701,104124.1339058192
9678,222781.59824285656
14026,226042.0956761413
7971,172101.92509461963
13734,145287.86554098674
16483,206530.00901079067
6150,206805.74567508308
2931,279750.36294458125
5418,203645.11004261888
1662,428501.5382368533
2441,219010.89958259207
669,176917.2200869696
7734,187327.30103100286
6010,226091.98048564777
266,143393.48308262584
632,136526.68893936052
16221,161060.8582577958
11832,176676.00110970915
5035,133850.721725497
37,129635.18471434683
6168,186229.84043032725
11757,189842.22561550222
8086,133378.18864356523
6529,223172.34173572267
15121,174628.6351180488
13904,141373.85791009027
3711,168951.50516975648
16563,135927.40071000656
14494,183704.47176978286
3006,223833.40549837516
15299,113243.5163893256
92,289550.3985049697
8066,194032.65175393506
16071,202984.6102511795
10662,155807.87300571025
3883,266727.1132025209
5511,126159.50582965532
2821,267208.7547099282
9570,187172.34675241142
4326,265867.2736681353
9251,249984.28211009997
9031,203733.81512619217
12689,202925.30204727358
16380,249019.66569027348
1053,256128.83094464766
4568,182152.0261579894
16140,106040.96954322525
14356,304783.1248669251
8466,185627.33651492887
15652,148398.4154330711
3285,121213.12289596029
3198,167562.3929455516
14088,338831.66666018637
2268,123843.93430829767
15472,226063.02053403016
1203,317520.6122810358
7157,302125.19486289716
6886,201392.91085208365
5083,241470.50743711612
7467,120328.30548088778
14068,214657.54874572039
2080,180852.92977721975
10865,158678.7933696224
13516,171884.1809159847
14150,217307.82671187256
7609,109609.49526187502
2144,404334.4246286829
10357,196429.80367632193
2396,224227.78806062718
1526,394947.80010250566
10890,247696.16323222916
8638,385339.3620338222
6050,286408.6980960772
7639,103088.16614572938
10544,198983.76804160367
9577,252695.4808795386
13195,213574.4952841896
3484,221862.8425176986
16668,376213.60215419554
7171,185621.3619041241
8547,215490.4282074945
12735,243909.76357353295
9093,185765.60356517107
15323,208068.57572886226
14897,146060.01895580717
5135,140718.830219616
5327,222334.51481094034
13133,256722.76351228036
1676,308137.9054019165
16296,279181.6953655916
1095,141278.02824695318
12528,151589.3516641163
7348,260307.33894567247
11663,174574.25125118752
1803,199716.952346804
1510,246433.49022409378
16045,195028.08488587863
2900,151313.25067482365
3236,176532.68449502718
1318,327111.907805044
14948,215365.3725454721
7840,322923.15896838874
15325,189991.02507466837
8700,160571.23364172736
15706,190940.28096260055
14449,163452.8813166215
16117,184458.7150831795
4529,214037.44157690764
11199,193790.93216391027
4052,248841.9194967169
821,193977.62926839606
68,267526.90262926166
554,133955.0266265988
452,205823.1389949942
11394,299050.269487587
11393,170338.2181021306
9535,159957.85990247177
4024,189556.69141272045
10069,219238.6609604589
12007,156869.71539493836
12368,362926.99445932655
1259,331160.68251694506
1124,290680.8029386031
3707,190860.63531413896
8767,171410.31850279673
1919,169654.2520254451
16741,163149.10568896352
6664,279516.7713831804
5688,360455.6769655193
7799,163212.53887074854
14843,302771.1564771934
7532,174453.80357935524
8133,159521.42395395556
6264,299974.13267956005
4125,171096.63570443477
2410,181099.92234126132
13607,226999.2001996831
1716,275049.66698058887
1370,138794.09700600043
2273,345532.5534402138
15298,323563.5196099391
4284,233017.9243368176
12303,158450.55929593364
7808,131589.6182724367
2203,139592.48446983093
7237,126238.6292104979
15864,193735.9395962217
2844,201028.30045398348
5729,167245.25371466
11812,319055.93865741714
1779,170087.63497572218
6442,142051.67670430135
6160,210922.34719933066
8266,200055.02406669888
9903,158911.40850985533
2867,137204.04424895943
6998,182237.66040792398
13932,158477.1032805767
12587,153540.9825646034
3611,262853.72135280696
2646,308168.97638133675
1890,170674.60268287637
860,257299.85468398556
14187,193741.80516214567
12569,274825.8195695898
1276,106226.69679660849
12025,181336.82384689883
4890,338475.78472209035
14410,289367.04829478444
10352,343664.3405126139
11407,315496.69116692914
10384,171112.42970151862
7622,289787.0309486331
12578,158853.51912546065
15820,171655.59899955962
563,214325.4544014023
15226,169354.2007011132
6396,213583.50099863953
6247,139438.3387365809
3339,157751.80197614856
10975,279310.03710999264
7475,107065.70587114179
11129,184387.9616154999
3051,270516.26791777374
10232,260032.42524742294
14106,187208.75024235793
5502,218271.59064769276
4558,79489.27454171969
4181,140679.1752858655
8426,129300.39191163852
6611,177632.53025200908
14641,149711.54416968074
15539,257554.32752634864
13119,161201.6609345468
11716,158497.6217997312
7316,237219.7891883203
7791,106981.02606056776
13034,354959.1188723475
1068,261551.85921244527
4060,174114.790528202
10172,222902.6737758137
2591,201960.93381530567
12494,328985.4416778222
7828,291867.42798346386
15284,193918.23015815063
7947,178927.95689690317
16335,212466.4435319633
10234,315283.72407857346
2797,266636.21314309613
5341,245325.5677104707
3059,279899.1217193261
1559,79365.81552159938
15320,275151.07081880904
10284,375561.60229339486
4134,231860.04461381547
4481,250085.6726284156
7222,209065.45164956895
4062,203220.98196151733
2192,167182.9178499086
9637,190022.86300513093
16236,178155.75615789517
4272,161839.85506203776
9406,274418.19617320196
14309,233794.2244056864
1946,309032.1075919698
16235,251166.67346575067
7146,175587.89513645935
16784,249853.81460838285
349,337344.27655297733
6251,182569.7779752864
5128,350991.9310732152
11718,174860.51429584983
16721,106559.30988124605
12517,223807.69462785433
15961,186477.69516383833
9428,165879.249522935
14541,146510.22795672438
10168,120786.85772780812
11270,188047.40384129412
13210,264546.85688510054
11518,161178.62612142466
12612,180465.2459662024
16352,110169.41564416623
9935,152178.84720911284
15521,253229.98261298443
11482,193712.461109209
11443,184847.9532717126
9459,237807.15493393454
9218,183742.3408673536
854,133773.71651164105
5619,141834.5103678613
9208,178840.59311439097
4391,151603.84625055175
15207,157287.98143299096
7183,186091.22331826706
16442,214305.4550816143
7936,78937.36462977523
10606,359945.31244812644
4979,162981.88130395603
4854,281056.7084684853
16476,126496.98028918647
10516,152498.70171657988
16261,313581.64645196154
90,401906.35252340627
5433,178249.7796371102
14338,155685.38891783162
13487,323211.7256157503
8211,409318.35253269464
170,165035.51573827592
14051,103612.2402371131
10686,185605.07313025437
7595,273353.5971127841
6777,349124.8069929608
14661,171566.18523704927
13991,321280.0153463209
16795,173881.9747836124
2740,128880.67347552632
7368,286900.015400492
2413,248099.7203644389
1852,404849.7071612203
15200,373718.39658280485
8467,323171.20925160387
16379,282982.0429329228
3375,186874.5910936977
5945,389962.5718347674
2641,205594.923969903
2837,336115.0695474475
3498,229030.6114983367
10876,167356.31169308972
1285,207919.5102835911
9285,224004.54691539542
4015,318063.1848519807
2526,180967.1632192426
7814,207764.60297793456
7117,262289.8786280736
12359,123801.50184485778
3303,325321.93385220726
13874,182472.39618116655
5484,175052.83871664453
15067,167573.62433887715
12639,206356.43265462518
3388,229916.28270764157
4256,181625.79726962541
15738,214954.96537487858
14049,194712.4577554611
15780,180206.74038203855
9564,177467.27021693529
11910,207967.57782335655
11315,296163.9414637581
1733,173405.24952242893
3910,320612.69722184184
7552,390159.4997050293
254,190925.82162467213
5222,226890.37432347395
8314,225015.31002449512
16743,140643.20821710327
10335,140300.64144100537
8226,268527.75923360046
12254,216939.32777202313
13152,232541.86947546096
15020,200924.3950381881
16349,230948.22514436903
11924,183992.47658513152
12543,189024.0367223871
14114,219843.55118330993
12318,309229.6402278398
15383,181503.01521308318
6679,174592.90129207686
635,177685.28268683705
15993,257158.32862033925
11375,188894.65908834094
11216,187508.48028189022
15401,219042.13652057946
11301,174316.38192169118
13804,269492.3084266865
10839,193295.27701686238
1588,323342.95543080516
3596,189722.4809173121
5816,182130.49758204794
8099,140359.90295178824
6551,194962.35114441387
14075,438256.64938386565
13431,196979.15095201772
9481,301881.3435431216
5295,163317.04961114697
15859,329808.72892863624
10634,358928.60009128944
444,219694.68729396156
11686,263121.3061697552
1213,207582.85432338502
13970,181824.2634641917
6849,375972.583655631
9911,208222.85363950688
5649,167396.7811386879
7184,234441.00995382658
5877,287761.0202345259
1655,233787.36533981762
15301,199293.32000088092
12389,217158.70462801214
5241,266850.94035095506
7048,179525.67086469784
10574,214114.98322335086
8593,164764.82062106888
4752,177861.5371090099
14663,192190.79995852747
10994,231710.37126787275
87,121262.02312757706
5132,127184.64703539826
6372,360646.68941546796
7411,287868.7396997054
3319,236365.2492024997
9355,134970.21739672282
5139,261231.81939565687
56,273934.4362450353
3249,171378.63449924826
5047,78641.97126891668
13238,243022.39190121673
2190,295134.77130937146
15599,176899.12072251432
6542,168802.4267194767
1968,136665.4367725761
5630,225171.85751497198
9157,286995.5001412192
789,176140.3071592571
1413,286517.6457047148
12514,230815.13038155905
13459,140435.46029207073
1345,242046.7190196022
4034,201974.3633650274
15169,148445.14705592935
6770,224564.16569283017
3334,181682.4355228056
12998,162219.79259834567
15870,243063.1682262429
1871,155752.6304012166
5770,153668.24970804926
13196,161790.0482527097
7633,180129.6572074777
10699,200791.71573622362
15470,198981.32863687852
1903,437372.80826554826
13860,238897.70890332537
7649,195744.2797192696
11043,246710.38914290164
2922,217561.32919809676
7538,311599.4403650778
9477,122383.17729081766
117,416512.137706502
1457,249307.64924569285
7082,165119.70017334196
3053,262539.1032200658
12522,105846.5282585063
5744,371733.75845929445
13566,350590.8306911423
1464,137506.56632626164
3852,147804.11426073467
9557,212495.1763940215
14719,379820.58441265067
13978,132670.6168821363
3286,154942.87121769655
13019,367489.75303900713
1421,175578.92992062622
13502,182058.892924342
14811,124428.90295075899
9297,278220.04885271913
7749,315203.64304049575
16555,152594.90314799116
14576,184880.26465674886
12766,129415.60772177788
4679,170124.5399635737
10033,191410.79783409878
11231,256168.59841688944
15112,163695.71825960441
10617,183424.9048438402
2175,173441.63021979443
16502,395857.9808760373
10106,187547.99002192824
12561,160769.2256909193
15907,272375.4748086219
8069,118924.91181486612
8316,127541.5448042435
12343,239200.80349826734
12092,185176.75926559747
1527,171701.90996982093
10010,332082.20041547675
655,120327.11679194408
10549,150419.00251324198
3248,116772.94159123513
13499,282781.26664810354
14959,199730.32721243118
6070,158735.71002011784
11360,266197.5869336931
12102,210229.92830037908
11870,306597.8165070351
3713,78969.54984054853
3230,155512.17101971124
7742,232967.62191213027
15092,327773.214662914
8728,283597.74897161877
3386,144216.3549852208
9409,134044.85759596605
16545,265333.02633086155
3127,167823.66665613902
11344,165776.79419057973
2112,235688.77837015333
7310,196524.3585066376
6313,248761.10238136235
3681,393768.7263382727
5114,391740.0805689996
270,155492.74660907724
14350,182676.75870736444
12223,310118.2929276537
1066,187230.63950810354
16116,337458.8772389237
11410,399619.328711109
4088,166633.63977250858
5956,185414.29409828945
14669,182898.64086404524
13871,130248.63616551604
4126,239457.00533809175
12114,214460.45460487076
16607,149446.81317023703
4266,206186.75477639507
13518,188086.9491483394
11856,335211.1368548645
3885,224352.44613516174
8891,130586.44624244548
4964,163647.6760131326
7696,171961.2135444965
6894,146540.38816544026
9766,169050.2935031123
4800,166460.9116004954
2840,195230.91817349737
4743,171821.35861970333
13562,433564.6639526499
8301,199642.2794825896
5405,169355.62864696936
1535,174814.00302278288
9073,126873.26585651642
1698,323689.11681253236
12262,255045.02118528253
6794,176236.82928247322
12701,159902.59316523036
8432,184125.48212115772
13540,135438.53976327795
8629,161380.17341496245
1440,188145.45422187087
8596,203689.2213954009
9575,277219.2766726994
14976,102512.09315435083
3149,196266.47488166403
5157,161884.09337188103
10748,172069.08502927783
9719,359006.40695869224
6376,171020.56872424134
9733,170285.6153300833
4749,231889.87058316875
4994,357164.11606879457
538,192624.2280956169
5512,147105.29969175754
9778,161986.2786327168
9761,144181.43899246468
3174,364609.9815121217
13429,188087.95465040836
10467,79578.65759552491
14129,190001.1962073887
13608,248215.1029759223
11106,190896.4814093871
12048,175318.32657350056
1054,357966.70487414196
3582,194329.75082751788
1566,163735.02427611544
11529,161184.08496652878
11859,149074.5265923288
10582,153449.30539810716
14907,384196.1838482448
14039,166569.18117163747
10489,208363.59634448958
3331,313923.3623365871
10153,250905.03420755095
5271,171411.07117632873
11871,342499.9719571089
776,138125.7467734533
3994,147548.04368189166
9433,79489.27454171969
14275,134516.27055145046
8030,265439.6996084498
8169,291346.4367033698
8053,186988.16837239265
4822,236384.1252995549
13197,242375.5870803817
13634,214075.14528525784
8951,197040.30201850104
12176,276802.32854363194
15471,146649.43245256
14962,144305.83838125775
12512,123245.01622918088
8697,281089.62303432915
7095,243018.18714550172
13639,223299.4975411872
16660,178075.3116057015
5848,147296.04366958025
5386,183129.3841678331
10880,296602.0640622097
3954,183342.86105405368
13426,303393.32712514664
5966,197121.79081619825
16315,315533.429372768
7455,190653.5010511704
11071,238628.43934064187
14740,216462.45310722935
16087,180305.25302490004
8931,268149.79323994496
15289,182168.20796120647
16089,262052.46186073738
12128,188068.8707932884
4724,226397.1061710175
8585,191707.7654347305
7188,221402.82922784527
5423,168288.62947008535
10488,215250.90146044458
5980,225924.38229330376
8376,222369.15163752486
12397,137983.70064995126
16496,188462.32916186034
4891,260769.61335971096
9710,145300.47150471446
6339,166521.0167050134
244,185382.903166592
5002,251415.8595782977
5358,196022.17600173055
7636,160792.77242033812
9361,326292.97522833437
3601,145224.02072488758
15755,163809.50208430595
172,180941.96028795541
3037,335309.44108593225
577,248827.84530563382
3607,208371.47873901518
2515,136024.33313217558
10413,155238.2310660612
10511,242082.05591065335
4637,432065.63435899164
12736,262803.6776607148
9534,237477.3685427013
11641,166042.07312592436
10419,280966.978256335
15313,138761.83951981302
14915,202238.9582712689
12409,391119.03246121685
9405,127279.17105933433
14066,210705.40259458948
14108,203075.674646933
11931,275601.2293240958
11464,338711.7740261419
926,151398.2427023779
11190,215163.8537576531
10260,186152.40646664368
12712,200473.90271941797
1234,222992.10456497996
11608,102968.96718928801
3776,261513.3669940542
4881,201090.1793993488
10266,167561.3451798186
3262,246232.87359801188
3576,377830.1174479565
16604,401865.36013942165
8041,140839.88793592737
10691,216121.2412450493
8357,185512.9208924552
11661,148694.1239375557
4453,233202.29178452643
15936,214275.52469515428
8463,240117.683296285
15770,233143.25273434605
466,167299.6040868689
14965,78731.3543227219
11227,162856.52238455327
9894,297343.09881401603
11746,199503.52231963474
4118,139547.06426359975
756,325339.38265901787
15589,193576.77917613438
109,287481.7397368233
5778,238181.4581699884
1731,107611.42985374389
3450,165856.9583474702
2961,221629.35145289198
222,170835.42357584633
11454,311901.02311029943
7339,187186.04121736187
12096,105499.46912757827
14074,201649.8133105379
4058,245853.67848175182
6603,295416.19963205373
3289,122032.85739248505
16681,286302.8368750925
8200,293430.5862552449
3343,141089.4200508072
7802,177469.74600291412
2082,365853.90196904837
217,278946.1713199082
1720,182360.72730598383
7224,243042.44567127078
6176,150475.83470265788
12571,249700.99172107072
16666,303493.1819456569
8908,197212.7946530361
6914,195876.4526856394
5428,192441.71453772526
381,176094.12327775103
3991,161445.83089213909
16365,286040.07766751794
1046,275069.2128378725
391,152800.88363603776
9212,342906.3982572201
3022,188187.39862072922
9961,136307.91534876477
6764,212156.17201853427
7720,185015.28143454273
4809,222178.4655358916
8877,316148.68585093785
7817,180633.15841647395
10614,106340.19406727765
5553,249697.38087227146
16488,124193.26111188371
11002,172205.92519276912
13592,347354.28192958765
15050,212365.28926219433
13553,239002.5103859912
9041,212165.41128114914
5461,425462.0559886723
16274,201191.13087257673
2138,163866.29250501125
6245,156454.16191864788
8245,182187.41997559447
6491,241162.85859007057
13218,174628.6351180488
13101,124161.10696931505
10462,141717.88312586665
4079,193282.36888736894
1506,379716.34057666553
14107,128063.91516534687
12215,297781.2549031132
11576,321133.1020368249
10567,231793.17987889584
12713,211919.1039405959
1468,364103.54669729865
2549,255843.06096833496
4172,230222.1902088158
12380,204087.19640098565
3513,117536.82706501005
8165,270434.64015306515
1127,209663.22514740587
14601,394093.0793593616
15526,325163.7216108261
986,351005.19902094937
14968,276623.2167168232
9348,173591.50141193066
6317,274996.90957134956
7497,78838.33020060541
5079,369244.3671897509
528,182367.35334695954
10964,157901.60273564645
5812,328960.09255766036
11022,236763.71907003925
16251,152302.6900008844
5863,117712.28809672256
8664,221033.17917272198
5396,213505.78276137446
6917,253977.4440821832
12776,127667.31028582834
473,246189.55971762593
13333,220623.8040070913
13023,187694.08387330425
7357,232228.51450045925
10955,410295.6241756435
11914,352273.73870970926
12535,169072.50772304682
11205,194956.88583261817
13209,181007.05749430545
16119,299024.63200235943
2174,199964.09128143467
4834,210131.1433153878
10151,175967.9254260213
5584,225107.53941210115
6672,215840.8255316421
12858,301972.6896363863
5106,165230.5533356166
8884,184641.2900378221
13766,175366.3575238367
12556,133282.94093538288
12910,217602.68482648293
6258,126394.8185800902
7100,224548.66802546664
1793,182074.1479809152
3335,173405.56072194153
12835,201000.37239757375
10591,165496.96139333828
15707,254623.03193715983
16389,169752.8861179291
7440,265152.7094676708
6293,180722.33977592905
3937,185627.0533257845
16527,206327.91188499882
5102,268591.20612393226
10734,384510.348840704
7986,164532.51272264178
6495,108392.71161062662
9571,228891.44088835001
5131,189095.46246170913
10761,289366.33378926484
143,385705.6503930243
13829,166236.3231006597
13662,226158.9494488153
1771,147881.9773622926
5448,200419.4820816692
8594,158485.4565463209
12038,288086.509001285
16471,186834.84880246557
16764,141687.28973481825
1282,176922.78375576148
15101,257006.19497115965
9473,142548.46767507112
2324,394147.538575599
14448,220728.55137370914
6000,79276.43246779416
2077,135884.63348445517
12960,245824.87064863963
15837,199527.8677286665
8805,229302.1081558697
9987,232876.35034378513
1580,324676.14802063716
11089,128287.07862605546
10926,193774.10930924126
12773,404683.86418898596
6490,288560.43148080615
10858,130017.25438157054
2831,148579.95430801285
16326,159022.8288850468
371,222138.95082242312
8852,188870.5427753658
6713,301354.8567703035
4230,190043.05767392606
3639,212971.18565437442
3642,189150.87060645648
5149,186231.1171688833
2861,200582.01551532897
13300,111578.78021791823
2807,357680.5442485169
5919,105363.40747953547
12716,403618.8196698954
4271,230780.4963823904
16055,221408.351603605
3747,243052.55133436556
5857,229147.5394558049
6884,360654.1011055578
16027,300808.26545784535
3512,326969.77649833146
5181,163809.95797405767
16732,265333.02633086155
1908,180813.03496423806
12082,182430.46591323472
7286,145419.36491623856
8216,145515.86714502302
6929,314446.2087561923
3950,320036.46429946675
12479,179427.7982155623
877,128459.17598686772
1366,196498.9429076639
384,145193.71228784678
5767,212404.1822794218
6910,148356.16926826982
187,201731.88325024245
10164,332987.35268466675
8603,270395.84047695564
15834,236964.235170798
3078,135732.99167833733
3479,271501.7769986676
6671,244910.75387569037
6078,168836.99028836194
16271,176988.94403240734
16191,174124.07295514288
11544,161343.5165413734
7781,211767.7300370608
14918,341854.70572327735
6238,195760.41864628662
12989,196326.79068031965
11907,169907.04019137885
9696,164202.42333604922
14084,319134.38393336715
3895,159777.34367167522
4367,178162.2806186226
8453,79489.27454171969
7638,320156.12952724105
8373,226205.70772471678
4674,180702.21314908023
15787,188593.37436326864
5903,256043.375266246
13679,202550.91520289786
9018,419039.17225071526
15823,246733.11688860581
13289,153283.0755051526
9896,183836.92795252858
14436,197885.40447445377
5547,226397.96566236892
4048,235983.3054457851
16579,222528.1759639587
8550,197514.97209528432
9385,288032.27437482943
5242,168318.48082232583
31,213430.63082985164
6144,267144.9827202492
3990,217289.19792963774
2523,106226.69679660849
12608,257882.49611750676
7234,205331.4992618329
15264,209717.42049300592
9623,182596.51631738245
3161,318785.81727197656
7425,102621.29142534354
13021,312717.13782730105
4044,149405.25617871986
15411,234709.58113131576
979,322445.8606245384
5514,235243.1557299544
4817,168425.94289365888
2115,204179.92042297352
10571,254914.55180337225
8992,239292.43890230547
15546,160620.29026451756
11359,138509.3330167746
11972,172164.01134687915
12838,157674.27863277154
5948,131367.65144245955
422,268189.47458166257
4855,164349.88799755787
16197,106018.79150738653
8926,391515.9492135769
5703,170326.21259159324
8848,219008.5877642636
7039,312792.8532683793
3806,155102.67315879688
15154,215368.7208077884
13132,186762.3362199522
7438,198694.1764138527
4398,291339.1733553952
2440,183762.92364858434
3751,156843.167545967
1476,186408.6001870985
2264,270318.33538396994
16444,162542.0920942924
10704,184678.12312112353
4033,138775.0583087621
4508,122048.22182194045
16290,268045.5176347423
10387,203260.50272449676
5457,163668.59758938896
4910,288046.070790833
7451,185536.58300501012
10732,138027.4573924674
8015,144367.59750456587
6148,177619.95269752998
5892,247018.23274886858
7825,216026.53062566946
6851,215990.49983102482
6633,197475.0894907697
2139,250997.08886621412
10213,276953.75449237466
2830,202952.1252702967
13907,136207.85521341607
15897,355802.32361900946
8311,174759.00611502008
14230,216482.60837287697
3878,191119.98275415448
13732,202777.5021537691
12110,180039.64908581064
10675,384434.67875999265
12946,123693.06697021179
16754,228253.90915218033
4394,271880.1072611444
16728,181902.6048981221
14378,309685.22455476876
9949,169746.9305965919
994,188029.69032496444
13258,154747.786225892
5883,343660.31456987513
6933,347972.5893141064
13193,217818.4131637814
13286,180387.89639715542
13407,376124.79478924884
7512,118669.57877593096
7221,214315.9729833624
14428,196568.09647654937
1740,193597.91675348807
3,151169.76259331044
12952,224234.91715911162
11537,136200.36880340028
2558,140693.0160635255
14081,281252.5767040432
3517,225963.5492655268
7149,231915.25157804304
15777,106505.03076743532
8995,216661.69200557374
826,371933.13736215094
509,279564.3806773249
14875,277630.7419409401
6591,166449.85293422794
11283,105565.28147737272
9897,233588.21607520236
14902,181725.20685291066
14291,194220.4807273125
3162,236684.89709450954
4206,181738.40355879525
11580,198038.50562102458
2007,249584.43251749803
14939,298881.2382807138
13572,245411.36615931097
